Change,Close,Date,Momentum
0.0,37.15999984741211,2014-01-02,0
0.0067276641826307885,36.90999984741211,2014-01-03,0
0.02113245143650605,36.13000106811523,2014-01-06,0
0.007749758400754142,36.40999984741211,2014-01-07,1
0.017852280379097724,35.7599983215332,2014-01-08,0
0.006431754838697289,35.529998779296875,2014-01-09,0
0.014354127603506815,36.040000915527344,2014-01-10,1
0.02941180206336589,34.97999954223633,2014-01-13,0
0.022870190038012838,35.779998779296875,2014-01-14,1
0.0273895912708465,36.7599983215332,2014-01-15,1
0.0035364818838711045,36.88999938964844,2014-01-16,1
0.013824839522125851,36.38000106811523,2014-01-17,0
0.005772481940743235,36.16999816894531,2014-01-21,0
0.006635274424082986,35.93000030517578,2014-01-22,0
0.0036181760927095647,36.060001373291016,2014-01-23,1
0.02079866809310527,36.810001373291016,2014-01-24,1
0.02118996372980567,36.02999877929688,2014-01-27,0
0.006661162547823804,36.27000045776367,2014-01-28,1
0.010752671208333477,36.65999984741211,2014-01-29,1
0.005455558204361845,36.86000061035156,2014-01-30,1
0.026587073413154267,37.84000015258789,2014-01-31,1
0.03594081936753247,36.47999954223633,2014-02-03,0
0.003563625815420307,36.349998474121094,2014-02-04,0
0.014580434705498012,35.81999969482422,2014-02-05,0
0.010050268381313818,36.18000030517578,2014-02-06,1
0.0105030697874503,36.560001373291016,2014-02-07,1
0.006564492744928128,36.79999923706055,2014-02-10,1
0.010054319009663104,37.16999816894531,2014-02-11,1
0.008071107520485845,37.47000122070313,2014-02-12,1
0.003736305980451294,37.61000061035156,2014-02-13,1
0.000265842099732866,37.61999893188477,2014-02-14,1
0.00531634153689329,37.41999816894531,2014-02-18,0
0.0024051351414170123,37.5099983215332,2014-02-19,1
0.006398338821812747,37.75,2014-02-20,1
0.006092703105598096,37.97999954223633,2014-02-21,1
0.0076356218805334695,37.68999862670898,2014-02-24,0
0.003979774917671071,37.540000915527344,2014-02-25,0
0.0018646695023190126,37.47000122070313,2014-02-26,0
0.010408310033172505,37.86000061035156,2014-02-27,1
0.011885915364101059,38.310001373291016,2014-02-28,1
0.013834575176069844,37.77999877929688,2014-03-03,0
0.016675518487852956,38.40999984741211,2014-03-04,1
0.00781044619245838,38.11000061035156,2014-03-05,0
0.001049617289076573,38.150001525878906,2014-03-06,1
0.006553079685472973,37.900001525878906,2014-03-07,0
0.002110866169756236,37.81999969482422,2014-03-10,0
0.005288227513307564,38.02000045776367,2014-03-11,1
0.00657548650683801,38.27000045776367,2014-03-12,1
0.009929476445515568,37.88999938964844,2014-03-13,0
0.005014479539973075,37.70000076293945,2014-03-14,0
0.009283778966528714,38.04999923706055,2014-03-17,1
0.03942181419386222,39.54999923706055,2014-03-18,1
0.00707961528946126,39.27000045776367,2014-03-19,0
0.02699264988374742,40.33000183105469,2014-03-20,1
0.0042152733926154725,40.15999984741211,2014-03-21,0
0.00846613928983369,40.5,2014-03-24,1
0.003950613516348379,40.34000015258789,2014-03-25,0
0.013634091100152446,39.790000915527344,2014-03-26,0
0.01080674278165149,39.36000061035156,2014-03-27,0
0.02388207856027745,40.29999923706055,2014-03-28,1
0.01712164899426877,40.9900016784668,2014-03-31,1
0.010490277454767827,41.41999816894531,2014-04-01,1
0.0016899975354586348,41.349998474121094,2014-04-02,0
0.0082224949246535,41.0099983215332,2014-04-03,0
0.027798084279604778,39.86999893188477,2014-04-04,0
0.0017556984374094329,39.79999923706055,2014-04-07,0
0.0005025240740469175,39.81999969482422,2014-04-08,1
0.016323493994486397,40.47000122070313,2014-04-09,1
0.027427738494451282,39.36000061035156,2014-04-10,0
0.003811014317907716,39.209999084472656,2014-04-11,0
0.0007650798265066692,39.18000030517578,2014-04-14,0
0.014548230995008958,39.75,2014-04-15,1
0.01635223964475236,40.400001525878906,2014-04-16,1
0.009653544297414938,40.0099983215332,2014-04-17,0
0.001749555055256084,39.93999862670898,2014-04-21,0
0.0012519542683304247,39.9900016784668,2014-04-22,1
0.007501951467017833,39.68999862670898,2014-04-23,0
0.004283244885984555,39.86000061035156,2014-04-24,1
0.0012543712065965743,39.90999984741211,2014-04-25,1
0.024054098926159548,40.86999893188477,2014-04-28,1
0.00880843209591363,40.5099983215332,2014-04-29,0
0.0027152999311734795,40.400001525878906,2014-04-30,0
0.00990102749433508,40.0,2014-05-01,0
0.0077500343322755684,39.68999862670898,2014-05-02,0
0.006550726392775252,39.43000030517578,2014-05-05,0
0.009383690819708102,39.060001373291016,2014-05-06,0
0.009216507501212235,39.41999816894531,2014-05-07,1
0.005580954614971032,39.63999938964844,2014-05-08,1
0.002522665884480495,39.540000915527344,2014-05-09,0
0.01087507069345887,39.97000122070313,2014-05-12,1
0.011258367137829782,40.41999816894531,2014-05-13,1
0.004453154345187648,40.2400016784668,2014-05-14,0
0.015904651532064454,39.599998474121094,2014-05-15,0
0.005808165802933117,39.83000183105469,2014-05-16,1
0.0020085821585956246,39.75,2014-05-19,0
0.0017609986119300316,39.68000030517578,2014-05-20,0
0.01688503436976837,40.349998474121094,2014-05-21,1
0.006195787099232239,40.099998474121094,2014-05-22,0
0.0004987645517389848,40.11999893188477,2014-05-23,1
0.0017447581427668813,40.18999862670898,2014-05-27,1
0.004478733797620778,40.0099983215332,2014-05-28,0
0.008247984126434767,40.34000015258789,2014-05-29,1
0.014873536734049704,40.93999862670898,2014-05-30,1
0.0036638426041317946,40.790000915527344,2014-06-02,0
0.01225790607446805,40.290000915527344,2014-06-03,0
0.0007445713232861652,40.31999969482422,2014-06-04,1
0.022073397727795235,41.209999084472656,2014-06-05,1
0.006551819067266231,41.47999954223633,2014-06-06,1
0.005062658794362525,41.27000045776367,2014-06-09,0
0.003876904425427753,41.11000061035156,2014-06-10,0
0.006081245348778944,40.86000061035156,2014-06-11,0
0.006852637667996987,40.58000183105469,2014-06-12,0
0.016017685605036528,41.22999954223633,2014-06-13,1
0.006548640814004408,41.5,2014-06-16,1
0.004337356751223645,41.68000030517578,2014-06-17,1
0.0007197403809315659,41.650001525878906,2014-06-18,0
0.0033614213497378436,41.5099983215332,2014-06-19,0
0.004095446651810391,41.68000030517578,2014-06-20,1
0.007437652855595588,41.9900016784668,2014-06-23,1
0.005715686327058994,41.75,2014-06-24,0
0.006706557587949272,42.02999877929688,2014-06-25,1
0.007375626162198426,41.72000122070313,2014-06-26,0
0.012703709582680005,42.25,2014-06-27,1
0.013017733421551405,41.70000076293945,2014-06-30,0
0.004076694624341689,41.86999893188477,2014-07-01,1
0.0007165654349058508,41.900001525878906,2014-07-02,1
0.002386689383688792,41.79999923706055,2014-07-03,0
0.004545513035267972,41.9900016784668,2014-07-07,1
0.00500125960408351,41.77999877929688,2014-07-08,0
0.0026328533644208213,41.66999816894531,2014-07-09,0
0.00047997260961173187,41.68999862670898,2014-07-10,1
0.009594663925526006,42.09000015258789,2014-07-11,1
0.0011879124941621719,42.13999938964844,2014-07-14,1
0.007356463639796979,42.45000076293945,2014-07-15,1
0.038398139901526,44.08000183105469,2014-07-16,1
0.010208641777441317,44.52999877929688,2014-07-17,1
0.0035930799864850463,44.68999862670898,2014-07-18,1
0.003356489829678915,44.84000015258789,2014-07-21,1
0.00022297773191747153,44.83000183105469,2014-07-22,0
0.0008921949408081084,44.86999893188477,2014-07-23,1
0.010474647140494687,44.400001525878906,2014-07-24,0
0.0022522178082090565,44.5,2014-07-25,1
0.011910084928019503,43.97000122070313,2014-07-28,0
0.0018194639261694175,43.88999938964844,2014-07-29,0
0.007063056798922255,43.58000183105469,2014-07-30,0
0.009637493483152834,43.15999984741211,2014-07-31,0
0.006950862792427349,42.86000061035156,2014-08-01,0
0.01189916738848658,43.36999893188477,2014-08-04,1
0.006686583075216196,43.08000183105469,2014-08-05,0
0.007892296614128689,42.7400016784668,2014-08-06,0
0.011464619666039958,43.22999954223633,2014-08-07,1
0.0006939342959642127,43.20000076293945,2014-08-08,0
0.0,43.20000076293945,2014-08-11,0
0.007407400212333817,43.52000045776367,2014-08-12,1
0.012867678478875457,44.08000183105469,2014-08-13,1
0.004310313494023699,44.27000045776367,2014-08-14,1
0.01174611367487526,44.790000915527344,2014-08-15,1
0.007144444927065953,45.11000061035156,2014-08-18,1
0.004876994407591307,45.33000183105469,2014-08-19,1
