Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,4160.9599609375,4131.7900390625,4160.02978515625,4143.06982421875,1738820000,4143.06982421875
2014-01-03,4152.9599609375,4124.9599609375,4148.56005859375,4131.91015625,1667480000,4131.91015625
2014-01-06,4139.77978515625,4103.75,4137.02978515625,4113.68017578125,2292840000,4113.68017578125
2014-01-07,4158.18017578125,4126.47998046875,4128.56982421875,4153.18017578125,2278220000,4153.18017578125
2014-01-08,4171.75,4145.0,4154.27978515625,4165.60986328125,2345220000,4165.60986328125
2014-01-09,4182.740234375,4142.7001953125,4179.0400390625,4156.18994140625,2214770000,4156.18994140625
2014-01-10,4174.68017578125,4142.2099609375,4168.93994140625,4174.669921875,2143070000,4174.669921875
2014-01-13,4179.47021484375,4097.990234375,4167.41015625,4113.2998046875,2322240000,4113.2998046875
2014-01-14,4183.83984375,4125.81005859375,4129.60009765625,4183.02001953125,2034180000,4183.02001953125
2014-01-15,4218.7900390625,4195.97998046875,4196.52978515625,4214.8798828125,2101870000,4214.8798828125
2014-01-16,4219.27978515625,4204.16015625,4209.58984375,4218.68994140625,2005850000,4218.68994140625
2014-01-17,4217.240234375,4187.31005859375,4207.81982421875,4197.580078125,2150370000,4197.580078125
2014-01-21,4227.93017578125,4193.169921875,4222.97998046875,4225.759765625,2034030000,4225.759765625
2014-01-22,4246.5498046875,4225.52001953125,4234.580078125,4243.0,2026910000,4243.0
2014-01-23,4224.43994140625,4192.27978515625,4224.35986328125,4218.8798828125,2191980000,4218.8798828125
2014-01-24,4197.93017578125,4128.169921875,4194.97021484375,4128.169921875,2489470000,4128.169921875
2014-01-27,4136.4599609375,4052.6298828125,4132.22021484375,4083.610107421875,2398280000,4083.610107421875
2014-01-28,4099.81005859375,4067.68994140625,4067.860107421875,4097.9599609375,2091180000,4097.9599609375
2014-01-29,4091.27001953125,4044.760009765625,4060.610107421875,4051.429931640625,2231850000,4051.429931640625
2014-01-30,4135.83984375,4094.169921875,4098.81005859375,4123.1298828125,2168410000,4123.1298828125
2014-01-31,4124.919921875,4067.610107421875,4068.6298828125,4103.8798828125,2300570000,4103.8798828125
2014-02-03,4113.5498046875,3989.949951171875,4105.06005859375,3996.9599609375,2617030000,3996.9599609375
2014-02-04,4044.199951171875,4004.580078125,4019.43994140625,4031.52001953125,2173360000,4031.52001953125
2014-02-05,4026.280029296875,3968.18994140625,4015.5,4011.550048828125,2168360000,4011.550048828125
2014-02-06,4064.06005859375,4022.169921875,4022.659912109375,4057.1201171875,1942700000,4057.1201171875
2014-02-07,4126.509765625,4069.929931640625,4081.820068359375,4125.85986328125,2055850000,4125.85986328125
2014-02-10,4148.2998046875,4122.60986328125,4125.1201171875,4148.169921875,1811970000,4148.169921875
2014-02-11,4198.509765625,4153.10009765625,4154.66015625,4191.0498046875,1993950000,4191.0498046875
2014-02-12,4212.60986328125,4190.39013671875,4196.85009765625,4201.2900390625,2035890000,4201.2900390625
2014-02-13,4240.669921875,4170.47021484375,4171.580078125,4240.669921875,2249990000,4240.669921875
2014-02-14,4250.91015625,4225.75,4237.0,4244.02001953125,1881510000,4244.02001953125
2014-02-18,4277.330078125,4243.56005859375,4253.7099609375,4272.77978515625,1886210000,4272.77978515625
2014-02-19,4274.2900390625,4232.3798828125,4260.740234375,4237.9501953125,1956720000,4237.9501953125
2014-02-20,4272.33984375,4226.75,4241.4599609375,4267.5498046875,1992780000,4267.5498046875
2014-02-21,4284.85009765625,4261.6298828125,4282.169921875,4263.41015625,2138250000,4263.41015625
2014-02-24,4311.1298828125,4272.10986328125,4273.31982421875,4292.97021484375,2161300000,4292.97021484375
2014-02-25,4307.509765625,4275.7998046875,4298.47998046875,4287.58984375,2137150000,4287.58984375
2014-02-26,4316.81982421875,4278.5400390625,4300.4501953125,4292.06005859375,2108270000,4292.06005859375
2014-02-27,4322.4599609375,4284.77978515625,4291.47021484375,4318.93017578125,2049160000,4318.93017578125
2014-02-28,4342.58984375,4275.60986328125,4323.52001953125,4308.1201171875,2617730000,4308.1201171875
2014-03-03,4284.14990234375,4239.64990234375,4261.419921875,4277.2998046875,2077500000,4277.2998046875
2014-03-04,4357.2099609375,4327.5400390625,4327.85009765625,4351.97021484375,2477850000,4351.97021484375
2014-03-05,4362.5,4344.14990234375,4352.759765625,4357.97021484375,2215980000,4357.97021484375
2014-03-06,4371.7099609375,4341.0,4368.81005859375,4352.1298828125,2136260000,4352.1298828125
2014-03-07,4371.39013671875,4319.14990234375,4370.97998046875,4336.22021484375,2175560000,4336.22021484375
2014-03-10,4339.93017578125,4307.83984375,4332.6201171875,4334.4501953125,2111610000,4334.4501953125
