76.64571381,0.4,0.004392369,0.4,0.4,0.010734681,0
401.0100098,0.4,0.004392369,0.4,0.4,0.006829578,0
561.4682007,0.4,0.004392369,0.4,0.6,0.009886663,0
187.3800049,0.4,0.004392369,0.4,0.4,0.008333779,0
35.52999878,0.4,0.004392369,0.4,0.2,0.011978782,0
76.13428497,0.6,0.00474293,0.4,0.4,0.007676037,0
397.6600037,0.6,0.00474293,0.4,0.4,0.007731461,0
561.4383545,0.6,0.00474293,0.4,0.6,0.008438336,0
187.2599945,0.6,0.00474293,0.4,0.2,0.0072653,0
36.04000092,0.6,0.00474293,0.4,0.4,0.013504075,1
76.5328598,0.6,0.006800648,0.36,0.4,0.007632465,1
390.980011,0.6,0.006800648,0.36,0.4,0.009673496,0
557.8616333,0.6,0.006800648,0.36,0.4,0.007482605,0
184.1600037,0.6,0.006800648,0.36,0.2,0.009890383,0
34.97999954,0.6,0.006800648,0.36,0.4,0.015159945,0
78.05571747,0.6,0.008270216,0.4,0.6,0.010181763,1
397.5400085,0.6,0.008270216,0.4,0.4,0.010793566,1
570.9862671,0.6,0.008270216,0.4,0.4,0.008332275,1
185.9199982,0.6,0.008270216,0.4,0.2,0.007812504,1
35.77999878,0.6,0.008270216,0.4,0.4,0.018184031,1
79.62285614,0.6,0.009194949,0.4,0.6,0.012930627,1
395.8699951,0.6,0.009194949,0.4,0.2,0.009679106,0
570.5988159,0.6,0.009194949,0.4,0.2,0.008051794,0
187.7400055,0.6,0.009194949,0.4,0.4,0.007935958,1
36.75999832,0.6,0.009194949,0.4,0.6,0.020091493,1
79.17857361,0.8,0.008923468,0.52,0.6,0.011492579,0
395.7999878,0.8,0.008923468,0.52,0.2,0.009261646,0
574.3742676,0.8,0.008923468,0.52,0.4,0.007449139,1
188.7599945,0.8,0.008923468,0.52,0.6,0.0083948,1
36.88999939,0.8,0.008923468,0.52,0.8,0.019512439,1
77.23857117,0.6,0.009034972,0.56,0.6,0.015058374,0
399.6099854,0.6,0.009034972,0.56,0.4,0.009516075,1
571.5476074,0.6,0.009034972,0.56,0.4,0.008422764,0
190.0899963,0.6,0.009034972,0.56,0.8,0.009675906,1
36.38000107,0.6,0.009034972,0.56,0.6,0.019406581,0
78.43856812,0.8,0.007437517,0.64,0.6,0.017118591,1
407.0499878,0.8,0.007437517,0.64,0.6,0.009880057,1
578.0900879,0.8,0.007437517,0.64,0.6,0.009438028,1
188.4299927,0.8,0.007437517,0.64,0.8,0.008111556,0
36.16999817,0.8,0.007437517,0.64,0.6,0.014678717,0
78.78713989,0.8,0.004863486,0.52,0.6,0.014027749,1
404.5400085,0.8,0.004863486,0.52,0.4,0.007757642,0
578.7457886,0.8,0.004863486,0.52,0.6,0.004959542,1
182.25,0.8,0.004863486,0.52,0.6,0.012759638,0
35.93000031,0.8,0.004863486,0.52,0.4,0.011431734,0
79.45428467,0.6,0.004477128,0.52,0.6,0.011705851,1
399.8699951,0.6,0.004477128,0.52,0.4,0.00922627,0
576.3016968,0.6,0.004477128,0.52,0.6,0.005668446,0
182.7299957,0.6,0.004477128,0.52,0.6,0.011328543,1
36.06000137,0.6,0.004477128,0.52,0.4,0.006677451,1
78.01000214,0.4,0.008596529,0.44,0.6,0.014225389,0
387.6000061,0.4,0.008596529,0.44,0.4,0.01532789,0
558.2838745,0.4,0.008596529,0.44,0.4,0.010598029,0
179.6399994,0.4,0.008596529,0.44,0.4,0.013623981,0
36.81000137,0.4,0.008596529,0.44,0.4,0.010129888,1
78.64286041,0.4,0.009754568,0.4,0.8,0.010947573,1
386.2799988,0.4,0.009754568,0.4,0.2,0.014083795,0
547.0569458,0.4,0.009754568,0.4,0.4,0.013635714,0
177.8999939,0.4,0.009754568,0.4,0.2,0.014151996,0
36.02999878,0.4,0.009754568,0.4,0.4,0.011602913,0
72.35713959,0.4,0.009114707,0.4,0.6,0.023825809,0
394.4299927,0.4,0.009114707,0.4,0.2,0.014579897,1
557.8765259,0.4,0.009114707,0.4,0.4,0.015301882,1
176.8500061,0.4,0.009114707,0.4,0.2,0.013585876,0
36.27000046,0.4,0.009114707,0.4,0.6,0.011780649,1
71.5357132,0.2,0.010569635,0.36,0.4,0.02520751,0
384.2000122,0.2,0.010569635,0.36,0.2,0.018533865,0
549.8835449,0.2,0.010569635,0.36,0.2,0.017940533,0
176.3999939,0.2,0.010569635,0.36,0.2,0.007535338,0
36.65999985,0.2,0.010569635,0.36,0.8,0.012604128,1
71.3971405,0.4,0.012972187,0.4,0.2,0.023901395,0
403.0100098,0.4,0.012972187,0.4,0.4,0.026016837,1
564.0265503,0.4,0.012972187,0.4,0.4,0.022239917,1
